steer_dir, step_count, heading, gyro_x, gyro_y, accel_x, accel_y
2,618,0.19,-1.12,2.06,0.11,-0.94
2,620,0.25,-1.12,2.06,0.11,-0.94
2,622,0.25,0.44,1.88,-0.73,-0.75
2,624,0.25,0.44,1.88,-0.73,-0.75
2,626,0.25,2.13,0.5,-0.63,0.13
2,628,0.31,2.06,0.37,-0.22,0.52
2,631,0.31,2.06,0.37,-0.22,0.52
2,634,0.31,-0.19,1.31,-0.69,0.18
2,636,0.31,-1.81,2.0,-1.05,0.58
2,638,0.31,-1.81,2.0,-1.05,0.58
2,640,0.31,-1.5,1.12,-0.93,0.66
2,642,0.31,-1.5,1.12,-0.93,0.66
2,644,0.31,-0.75,-0.25,-0.59,0.57
2,647,0.31,-0.75,-0.25,-0.59,0.57
2,649,0.37,-0.25,-0.06,-0.22,-0.55
2,651,0.37,-1.25,1.12,0.21,-1.15
2,654,0.37,-1.25,1.12,0.21,-1.15
1,656,0.37,0.06,0.75,-0.26,-1.84
1,659,0.37,0.06,0.75,-0.26,-1.84
1,660,0.37,1.88,-0.56,-0.4,-1.72
1,662,0.37,1.88,-0.56,-0.4,-1.72
1,666,0.37,3.0,-1.37,0.34,-1.15
1,668,0.37,2.56,-0.5,0.1,-0.39
1,670,0.37,2.56,-0.5,-0.01,-0.95
1,674,0.37,1.06,0.37,-0.01,-0.95
1,675,0.37,0.75,-0.19,-0.59,0.0
1,678,0.37,0.75,-0.19,-0.59,0.0
1,679,0.37,0.0,-1.5,-0.91,0.63
1,682,0.37,0.0,-1.5,-0.91,0.63
1,685,0.37,-0.63,-1.56,-0.47,0.69
1,687,0.37,-0.63,-0.25,-0.44,0.86
1,688,0.37,-0.63,-0.25,-0.44,0.86
1,690,0.37,-0.63,0.44,-0.36,0.31
1,692,0.37,-1.0,0.5,-0.1,-0.58
1,694,0.37,-1.0,0.5,-0.1,-0.58
1,696,0.37,-1.37,-0.06,0.3,-1.41
1,698,0.37,-1.37,-0.06,0.3,-1.41
1,700,0.37,-3.06,-0.63,-0.74,-0.9
1,703,0.37,-3.06,-0.63,-0.74,-0.9
1,706,0.37,-0.12,1.06,0.19,-1.18
1,707,0.37,2.25,0.88,-0.07,-0.17
1,710,0.37,2.25,0.88,-0.07,-0.17
1,712,0.37,4.56,0.19,0.85,-0.94
1,714,0.37,4.56,0.19,0.85,-0.94
1,716,0.37,2.0,0.25,0.25,0.4
1,718,0.37,2.0,0.25,0.25,0.4
1,722,0.37,-1.88,0.5,-0.25,-0.67
1,724,0.37,-1.88,-0.44,-1.01,0.18
1,726,0.37,-1.88,-0.44,-0.63,1.48
1,730,0.37,0.44,-0.5,-0.63,1.48
1,732,0.37,0.56,0.06,-0.16,0.73
1,734,0.37,0.56,0.06,-0.16,0.73
1,736,0.37,-1.31,-0.06,0.06,0.25
1,738,0.44,-1.31,-0.06,0.06,0.25
1,741,0.44,-1.88,-0.37,-0.11,-0.52
1,742,0.44,-1.44,-0.94,-0.22,-0.79
1,745,0.44,-1.44,-0.94,-0.22,-0.79
1,748,0.44,-1.12,-1.25,0.16,-1.21
1,750,0.44,-0.88,-0.81,-0.11,-1.86
1,753,0.44,-0.88,-0.81,-0.11,-1.86
1,755,0.44,0.12,-0.94,-0.2,-1.59
1,758,0.44,0.12,-0.94,-0.03,-0.69
1,761,0.44,0.94,-1.63,-0.03,-0.69
1,763,0.44,0.31,-1.5,-0.41,0.22
1,766,0.44,0.31,-1.5,-0.68,0.77
1,769,0.44,0.06,-0.69,-0.68,0.77
1,771,0.44,0.19,-0.12,-0.53,0.85
1,773,0.44,0.19,-0.12,-0.53,0.85
1,775,0.44,1.37,-0.19,-0.13,0.35
1,777,0.44,1.37,-0.19,-0.13,0.35
1,780,0.44,0.88,0.0,0.0,-0.73
1,782,0.44,0.25,0.44,0.32,-1.46
1,785,0.44,0.25,0.44,0.32,-1.46
1,788,0.44,-1.06,0.5,0.1,-1.27
1,790,0.44,-1.06,0.19,-0.01,-1.06
1,791,0.44,-1.06,0.19,-0.01,-1.06
1,794,0.44,-0.56,0.63,-0.24,-0.23
1,796,0.44,-0.25,1.12,-0.74,0.36
1,799,0.44,-0.25,1.12,-0.74,0.36
1,801,0.44,0.12,1.25,-0.05,0.29
1,803,0.44,-2.19,1.0,-0.63,-1.82
1,806,0.44,-2.19,1.0,-0.63,-1.82
1,808,0.44,-0.31,0.31,-0.63,-0.34
1,811,0.44,-0.31,0.31,-0.78,0.71
1,816,0.44,0.88,-0.06,-0.78,0.71
1,816,0.44,2.0,0.63,-0.14,1.22
1,817,0.44,2.0,0.63,-0.69,1.0
1,820,0.44,0.19,1.0,-0.69,1.0
1,822,0.44,-1.12,0.06,0.25,-0.99
1,824,0.44,-1.12,0.06,-0.93,-0.6
1,826,0.44,-0.63,-0.56,-0.93,-0.6
1,828,0.5,-1.37,-0.5,0.68,0.53
1,830,0.5,-1.37,-0.5,0.68,0.53
1,832,0.5,1.5,0.06,0.39,-1.38
1,835,0.5,1.5,0.06,0.39,-1.38
1,838,0.5,3.56,0.12,0.16,-0.56
1,840,0.5,2.38,-1.06,0.27,-0.2
1,843,0.5,2.38,-1.06,0.27,-0.2
1,845,0.5,-0.06,-1.0,-0.22,-1.03
1,847,0.5,-0.06,-1.0,-0.22,-1.03
1,849,0.5,-1.12,-1.44,-0.3,-0.39
1,851,0.5,-1.12,-1.44,-0.3,-0.39
1,854,0.5,1.37,-1.06,-0.65,0.67
1,856,0.5,1.06,-0.44,-0.2,0.33
1,858,0.5,1.06,-0.44,-0.2,0.33
1,862,0.5,-1.37,-0.31,-0.65,0.55
1,863,0.5,-2.06,0.06,0.11,-1.61
1,866,0.5,-2.06,0.06,0.11,-1.61
1,867,0.5,-1.44,0.81,-1.19,0.32
1,869,0.5,-1.44,0.81,-1.19,0.32
1,872,0.5,0.75,1.12,-0.7,-0.11
1,874,0.5,0.75,1.12,-0.7,-0.11
1,877,0.5,0.44,0.75,-0.35,0.35
1,879,0.5,0.63,0.75,-0.42,1.19
1,882,0.5,0.63,0.75,-0.42,1.19
1,884,0.5,0.69,0.94,-0.46,0.81
1,886,0.5,0.69,0.94,-0.9,1.08
1,888,0.5,1.0,1.37,-0.9,1.08
1,890,0.5,1.0,1.37,-0.55,0.67
1,893,0.5,0.81,1.0,-0.55,0.67
1,896,0.5,-0.94,0.81,-0.16,0.33
1,897,0.5,-0.94,0.81,0.09,0.1
1,901,0.5,-1.88,0.75,0.09,0.1
1,903,0.5,-1.88,0.56,0.04,-0.45
1,905,0.5,-1.88,0.56,0.17,-0.84
1,908,0.5,-0.81,0.81,0.17,-0.84
1,910,0.5,1.12,0.63,0.22,-1.39
1,913,0.5,1.12,0.63,0.22,-1.4
1,916,0.5,1.88,-0.25,0.22,-1.4
1,918,0.5,2.56,-0.63,0.3,-1.32
1,920,0.5,2.56,-0.63,0.04,-0.9
1,922,0.5,1.81,-0.69,0.04,-0.9
1,924,0.5,0.88,-0.94,-0.03,-0.56
1,927,0.5,0.88,-0.94,-0.03,-0.56
1,930,0.5,-0.75,-1.19,-0.11,-0.56
1,932,0.5,-0.88,-1.5,-0.18,-0.85
1,935,0.5,-0.88,-1.5,-0.18,-0.85
1,938,0.5,-0.56,-1.44,-0.56,0.07
1,940,0.5,-0.5,-1.06,-0.57,0.2
1,940,0.5,-0.5,-1.06,-0.57,0.2
1,943,0.5,-0.56,-1.12,-0.52,0.53
1,945,0.5,-0.56,-1.12,-0.11,-0.04
1,948,0.5,-0.5,-0.25,-0.11,-0.04
1,951,0.5,-0.5,1.06,-0.2,-1.71
1,953,0.5,-0.5,1.06,-0.6,0.17
1,956,0.5,-2.88,1.44,-0.6,0.17
1,958,0.56,-0.44,0.94,-0.38,-0.94
1,960,0.56,-0.44,0.94,-0.38,-0.94
1,962,0.56,2.25,0.06,-1.37,1.38
1,964,0.56,2.25,0.06,-1.37,1.38
1,967,0.56,3.88,0.69,-0.34,2.17
1,969,0.56,2.88,1.94,-1.1,-0.12
1,972,0.56,2.88,1.94,-1.1,-0.12
1,975,0.56,-0.19,0.81,0.1,-0.94
1,976,0.56,0.06,0.0,0.19,-0.72
1,979,0.56,0.06,0.0,0.19,-0.72
1,981,0.56,-0.25,0.81,0.56,-1.15
1,984,0.56,-0.25,0.81,0.56,-1.15
1,987,0.56,-2.81,1.44,-0.19,-1.13
1,990,0.56,-3.13,1.56,-0.71,-0.67
1,992,0.56,-3.13,1.56,-0.91,0.36
1,995,0.56,-1.31,0.69,-0.91,0.36
1,997,0.56,1.19,-0.63,-0.66,0.41
1,999,0.63,1.19,-0.63,-0.66,0.41
1,1001,0.63,1.44,-0.37,-0.41,-0.02
1,1003,0.63,1.44,-0.37,-0.41,-0.02
1,1006,0.63,1.12,0.0,-0.2,-0.08
1,1008,0.63,1.44,-0.63,0.39,-0.65
1,1011,0.63,1.44,-0.63,0.39,-0.65
1,1013,0.63,1.44,-1.44,-0.06,-0.32
1,1015,0.63,0.25,-1.25,0.15,-0.65
1,1018,0.63,0.25,-1.25,0.15,-0.65
1,1020,0.63,-0.63,-0.94,-0.22,-0.44
1,1023,0.63,-0.63,-0.94,-0.3,0.02
1,1026,0.63,-0.12,-1.12,-0.3,0.02
1,1029,0.63,-0.31,-1.12,-0.43,0.26
1,1031,0.63,-0.31,-1.12,-0.28,0.2
1,1034,0.63,-1.56,-1.0,-0.28,0.2
1,1036,0.63,-2.69,0.37,-0.6,0.07
1,1038,0.63,-2.69,0.37,-0.6,0.07
1,1040,0.63,-1.81,1.0,0.0,-0.84
0,1042,0.63,-1.81,1.0,0.0,-0.84
0,1045,0.63,0.12,0.5,0.19,-0.62
0,1047,0.63,1.25,0.44,0.41,-0.9
0,1050,0.63,1.25,0.44,0.41,-0.9
0,1052,0.63,0.88,0.94,-0.02,-0.56
0,1054,0.63,0.94,1.12,-0.27,-0.12
0,1057,0.63,0.94,1.12,-0.27,-0.12
0,1059,0.63,0.12,1.06,-0.22,0.02
0,1062,0.63,0.12,1.06,-0.4,0.15
0,1065,0.63,-1.0,0.56,-0.4,0.15
0,1068,0.63,-1.75,0.88,-0.69,0.22
0,1068,0.63,-1.75,0.88,-0.42,0.34
0,1068,0.63,-1.12,1.44,-0.42,0.34
0,1069,0.63,-0.06,1.56,-0.22,-0.08
0,1071,0.63,-0.06,1.56,-0.13,-0.64
0,1074,0.63,0.5,1.12,-0.13,-0.64
0,1077,0.63,-0.25,0.37,-0.29,-0.61
0,1079,0.56,-0.25,0.37,-0.38,-2.03
0,1082,0.56,-0.81,-0.06,-0.38,-2.03
0,1085,0.56,-0.63,0.19,0.35,-1.53
0,1087,0.56,-0.63,0.19,-1.0,-1.73
0,1089,0.56,2.81,0.06,-1.0,-1.73
0,1091,0.63,2.81,0.06,0.15,-0.07
0,1093,0.63,2.88,-0.06,0.15,-0.07
0,1095,0.63,1.19,0.75,-0.28,0.64
0,1098,0.63,1.19,0.75,-0.28,0.64
0,1101,0.69,1.88,0.12,-1.04,0.13
0,1103,0.69,2.38,0.06,-0.18,1.82
0,1106,0.69,2.38,0.06,-0.18,1.82
0,1108,0.69,3.63,-1.37,-0.43,0.87
0,1110,0.69,3.63,-1.37,-0.43,0.87
0,1112,0.69,-0.81,-2.19,0.35,0.38
0,1114,0.69,-0.81,-2.19,0.35,0.38
0,1117,0.69,-3.38,-0.94,0.61,-1.25
0,1119,0.69,-2.06,0.5,0.27,-0.78
0,1121,0.63,-2.06,0.5,0.27,-0.78
0,1124,0.63,-1.94,-0.44,-0.37,-1.63
0,1126,0.63,-0.81,-0.5,-0.43,-0.68
0,1129,0.63,-0.81,-0.5,-0.43,-0.68
0,1131,0.63,-0.44,0.56,-0.47,-0.43
0,1134,0.63,-0.44,0.56,-0.32,-0.14
0,1137,0.63,0.88,0.81,-0.32,-0.14
0,1139,0.63,1.37,1.12,-0.77,0.71
0,1141,0.56,1.37,1.12,-0.28,0.57
0,1145,0.56,1.06,0.75,-0.28,0.57
0,1147,0.56,-0.25,0.69,-0.48,0.28
0,1149,0.56,-0.25,0.69,-0.48,0.28
0,1151,0.56,-0.88,1.31,0.23,-0.82
0,1153,0.56,-0.88,1.31,0.23,-0.82
0,1156,0.56,-0.44,1.69,-0.03,-0.81
0,1157,0.56,-0.12,1.25,0.0,-1.06
0,1160,0.56,-0.12,1.25,0.0,-1.06
0,1163,0.56,0.25,0.88,-0.19,-0.65
0,1166,0.56,0.69,0.69,-0.28,-0.41
0,1168,0.56,0.69,0.69,-0.28,-0.41
0,1170,0.56,1.06,1.0,-0.56,-0.49
0,1173,0.56,1.06,1.0,-0.63,-0.24
0,1176,0.56,0.81,0.44,-0.63,-0.24
0,1178,0.56,0.37,-0.69,-0.34,0.33
0,1180,0.56,0.37,-0.69,-0.61,-0.06
0,1184,0.56,-0.5,-0.56,-0.61,-0.06
0,1186,0.63,-0.31,0.19,-0.68,-0.06
0,1187,0.63,-0.31,0.19,-0.68,-0.06
0,1189,0.63,-0.44,0.5,-0.38,0.15
0,1191,0.63,-0.44,0.5,-0.38,0.15
0,1194,0.63,-0.12,0.19,-0.63,0.35
0,1195,0.69,0.44,-0.63,-0.05,-0.09
0,1198,0.69,0.44,-0.63,-0.05,-0.09
0,1199,0.69,2.19,-1.63,-0.76,0.75
0,1200,0.69,2.94,-1.06,-0.47,1.11
0,1201,0.69,2.94,-1.06,-0.47,1.11
0,1202,0.69,-0.75,-0.88,-1.02,-0.35
0,1204,0.69,-0.75,-0.88,-1.02,-0.35
0,1206,0.63,-5.44,-0.81,0.59,-2.56
0,1209,0.63,-5.44,-0.81,0.59,-2.56
0,1212,0.63,-0.94,-0.19,-0.45,0.48
0,1214,0.56,3.5,-0.25,-0.61,0.45
0,1217,0.56,3.5,-0.25,-0.61,0.45
